title,genre_name,channel_name
대한민국의 웹드라마 목록,nan,nan
BEGINS ≠ YOUTH,nan,nan
Dr. 이안,nan,nan
게임회사 여직원들,nan,nan
고결한 그대,nan,nan
고품격 짝사랑,nan,nan
고호의 별이 빛나는 밤에,nan,nan
광야로 걸어가 2023,nan,nan
괴이 (드라마),nan,nan
그래서 나는 안티팬과 결혼했다,nan,nan
"그리다, 봄",nan,nan
긍정이 체질,nan,nan
김슬기 천재,nan,nan
꿈꾸는 대표님,nan,nan
나는 취준생이다,nan,nan
나를 사랑하지 않는 X에게,nan,nan
나의 X같은 스무살,nan,nan
남고괴담,nan,nan
낯선하루,nan,nan
내일부터 우리는,nan,nan
내짝남X날짝남,nan,nan
너 미워! 줄리엣,nan,nan
너의 시선이 머무는 곳에,nan,nan
넘버 식스,nan,nan
뇌맘대로 로맨스 LR,nan,nan
"느껴, 지니",nan,nan
다시 만난 너,nan,nan
단짠 오피스,nan,nan
대세는 백합,nan,nan
더 미라클,nan,nan
더 페이스테일 시즌1: 신대리야,nan,nan
더블루씨,nan,nan
도대체 무슨 일이야?,nan,nan
도시남녀의 사랑법,nan,nan
도전에 반하다,nan,nan
독고빈은 업뎃중,nan,nan
두근두근 스파이크,nan,nan
두근두근 스파이크 2,nan,nan
드라마월드,nan,nan
딜리버리 (웹 드라마),nan,nan
또한번 엔딩,nan,nan
뜻밖의 히어로즈,nan,nan
러닝메이트 (드라마),nan,nan
러브 인 메모리 2 - 아빠의 노트,nan,nan
로맨스 블루,nan,nan
로맨스 특별법,nan,nan
로스:타임:라이프 (2015년 드라마),nan,nan
루비루비럽,nan,nan
리플레이 : 다시 시작되는 순간,nan,nan
리플레이: 다시 시작되는 순간,nan,nan
마술학교,nan,nan
마음의 소리 (시트콤),nan,nan
마음의 소리: 얼간이들,nan,nan
마이 온리 러브송,nan,nan
막판로맨스,nan,nan
맛있는 연애,nan,nan
매칭! 소년양궁부,nan,nan
먹는 존재,nan,nan
며느라기,nan,nan
모모살롱,nan,nan
모민의 방,nan,nan
무한동력,nan,nan
미라클 (드라마),nan,nan
미미쿠스,nan,nan
밤이 되었습니다,nan,nan
방과 후 복불복,nan,nan
109 별일 다 있네,nan,nan
범프 업 비즈니스,nan,nan
복수노트,nan,nan
복수노트 2,nan,nan
브랜딩 인 성수동,nan,nan
비터스윗러브 시즌1 - 봄의 거짓말,nan,nan
빛나는 나라,nan,nan
"사랑, 기억에 머물다",nan,nan
사랑병도 반환이 되나요,nan,nan
사이: 여우비 내리다,nan,nan
새빛남고 학생회,nan,nan
생츄어리 (드라마),nan,nan
세가지색 판타지,nan,nan
소녀의 세계 (웹드라마),nan,nan
소년을 위로해줘,nan,nan
손가락만 까딱하면,nan,nan
손의 흔적,nan,nan
수사관 앨리스,nan,nan
스타트 러브,nan,nan
스파크 (드라마),nan,nan
시크릿 메세지,nan,nan
썸남썸녀,nan,nan
썸머인디고,nan,nan
썸타는 편의점,nan,nan
아는 사람,nan,nan
아름다웠던 우리에게,nan,nan
아만자,nan,nan
아이돌 권한대행,nan,nan
아이돌마스터.KR - 꿈을 드림,nan,nan
아이언레이디 (드라마),nan,nan
아이엠 (드라마),nan,nan
악동탐정스,nan,nan
악몽선생,nan,nan
안나푸르나 (드라마),nan,nan
알 수도 있는 사람,nan,nan
약한영웅 Class 1,nan,nan
얘네들 MONEY?!,nan,nan
어른애들,nan,nan
어른연습생,nan,nan
어쩌다 18,nan,nan
언어의 온도 : 우리의 열아홉,nan,nan
에이틴 (드라마),nan,nan
에이틴 2,nan,nan
연애 지상주의 구역,nan,nan
연애미수,nan,nan
연애세포 시즌 1,nan,nan
연애세포 시즌 2,nan,nan
연애혁명 (드라마),nan,nan
열일곱 (드라마),nan,nan
0시의 그녀,nan,nan
옐로우 (드라마),nan,nan
오늘도 평화로운 중고나라,nan,nan
왜 태어났니?,nan,nan
우리 연애 시뮬레이션,nan,nan
우리 옆집에 EXO가 산다,nan,nan
우리 헤어졌어요,nan,nan
인서울 - 내가 독립하는 유일한 방법,nan,nan
인서울2,nan,nan
1%의 어떤 것 (2016년 드라마),nan,nan
일진에게 찍혔을 때,nan,nan
재즈처럼,nan,nan
저주받은 로맨스,nan,nan
점핑걸,nan,nan
조아서 구독중 2,nan,nan
조아서 먹방중,nan,nan
좀 예민해도 괜찮아,nan,nan
좀 예민해도 괜찮아 시즌2,nan,nan
짧은대본,nan,nan
찌질의 역사 (2025년 드라마),nan,nan
천년째 연애중,nan,nan
첫 키스만 일곱 번째,nan,nan
초코뱅크,nan,nan
최고의 미래,nan,nan
최고의 엔딩,nan,nan
출중한 여자,nan,nan
컬러 러쉬,nan,nan
KBS 웹드라마 스페셜,nan,nan
클릭 유어 하트,nan,nan
타임테이블 (드라마),nan,nan
토정로맨스,nan,nan
통 메모리즈,nan,nan
통통한 연애,nan,nan
통통한 연애 시즌2,nan,nan
투 비 컨티뉴드,nan,nan
투모로우보이,nan,nan
트웬티 트웬티,nan,nan
파랑의 온도,nan,nan
퐁당퐁당 Love,nan,nan
"프로, 틴",nan,nan
픽고,nan,nan
하와유브레드,nan,nan
하이쿠키,nan,nan
하지 말라면 더 하고 19,nan,nan
한국방송공사 웹드라마,nan,nan
허식당,nan,nan
힙한 선생,nan,nan
