title,genre_name,channel_name
9회말 2아웃,nan,nan
난폭한 로맨스,nan,nan
너에게 가는 속도 493KM,nan,nan
닥터 챔프,nan,nan
닿을 듯 말 듯,nan,nan
드림 (드라마),nan,nan
때려,nan,nan
땐뽀걸즈 (드라마),nan,nan
라켓소년단,nan,nan
"런닝, 구",nan,nan
마지막 승부,nan,nan
맹감독의 악플러,nan,nan
모래에도 꽃이 핀다,nan,nan
발칙하게 고고,nan,nan
버디버디 (드라마),nan,nan
빠스껫 볼,nan,nan
쇼트 (드라마),nan,nan
슈팅 (드라마),nan,nan
슈퍼대디 열,nan,nan
스물다섯 스물하나,nan,nan
스토브리그 (드라마),nan,nan
아름다운 그녀,nan,nan
아이싱 (드라마),nan,nan
역도요정 김복주,nan,nan
영광의 재인,nan,nan
2009 외인구단,nan,nan
종이학 (드라마),nan,nan
"태권, 도를 아십니까",nan,nan
퍽 (드라마),nan,nan
