title,genre_name,channel_name
365: 운명을 거스르는 1년,nan,nan
"60일, 지정생존자",nan,nan
7인의 부활,nan,nan
7인의 탈출,nan,nan
99억의 여자,nan,nan
Dr. 브레인 (드라마),nan,nan
The 8 Show,nan,nan
가면 (드라마),nan,nan
가족의 비밀,nan,nan
갑동이,nan,nan
강력반 (2011년 드라마),nan,nan
거짓말의 거짓말,nan,nan
경성크리처,nan,nan
경성크리처 시즌2,nan,nan
경이로운 소문 (드라마),nan,nan
경이로운 소문 2: 카운터 펀치,nan,nan
경이로운 소문 시리즈,nan,nan
고요의 바다 (드라마),nan,nan
공작도시,nan,nan
구경이,nan,nan
구미호: 여우누이뎐,nan,nan
구미호뎐,nan,nan
구해줘 (드라마),nan,nan
귀신 보는 형사 처용,nan,nan
그라운드 제로 (드라마),nan,nan
그리드 (드라마),nan,nan
꽃할배 수사대,nan,nan
나쁜 남자 (드라마),nan,nan
나쁜 형사,nan,nan
나인 퍼즐,nan,nan
남자 이야기 (2009년 드라마),nan,nan
너를 노린다,nan,nan
다섯 손가락 (드라마),nan,nan
닥터 프리즈너,nan,nan
당신이 죽였다,nan,nan
W (드라마),nan,nan
돼지의 왕 (드라마),nan,nan
라이어 게임 (2014년 드라마),nan,nan
로얄로더 (드라마),nan,nan
로열 패밀리 (드라마),nan,nan
리셋 (드라마),nan,nan
마더 (2018년 드라마),nan,nan
마스크걸,nan,nan
마을 - 아치아라의 비밀,nan,nan
마이데몬,nan,nan
마인:MINE,nan,nan
매드 독,nan,nan
메이드 인 코리아 (드라마),nan,nan
멱살 한번 잡힙시다,nan,nan
모범가족,nan,nan
못된 사랑,nan,nan
미스터 기간제,nan,nan
미스티 (드라마),nan,nan
미워도 다시 한 번 2009,nan,nan
바람피면 죽는다,nan,nan
방법 (드라마),nan,nan
백설공주에게 죽음을-Black Out,nan,nan
베이비시터 (드라마),nan,nan
보이스 (드라마),nan,nan
부활 (2005년 드라마),nan,nan
붉은 달 푸른 해,nan,nan
비밀 (2013년 드라마),nan,nan
비밀의 집,nan,nan
비질란테 (드라마),nan,nan
빙의 (드라마),nan,nan
사백년의 꿈,nan,nan
살인자ㅇ난감,nan,nan
상어 (2013년 드라마),nan,nan
선산 (드라마),nan,nan
선재 업고 튀어,nan,nan
셀러브리티 (드라마),nan,nan
수리남 (드라마),nan,nan
수상한 가정부,nan,nan
스위트홈 시즌 3,nan,nan
스파이 (드라마),nan,nan
시그널 (드라마),nan,nan
시크릿 마더,nan,nan
신데렐라 게임,nan,nan
신의 선물 - 14일,nan,nan
신의 퀴즈,nan,nan
신의 퀴즈 2,nan,nan
신의 퀴즈 3,nan,nan
신의 퀴즈 4,nan,nan
신의 퀴즈: 리부트,nan,nan
싸인 (드라마),nan,nan
써치 (드라마),nan,nan
썸바디 (드라마),nan,nan
쓰리 데이즈 (드라마),nan,nan
RNA (드라마),nan,nan
아무도 모른다 (드라마),nan,nan
아무도 없는 숲속에서,nan,nan
아이리스 (드라마),nan,nan
아이리스 2,nan,nan
아이쇼핑 (드라마),nan,nan
아이템 (드라마),nan,nan
아테나: 전쟁의 여신,nan,nan
악연 (2025년 드라마),nan,nan
악의 꽃 (2020년 드라마),nan,nan
악의 마음을 읽는 자들,nan,nan
안나 (드라마),nan,nan
약한영웅 Class 2,nan,nan
어게인 마이 라이프,nan,nan
어느 날 우리 집 현관으로 멸망이 들어왔다,nan,nan
여왕의 집,nan,nan
역류 (드라마),nan,nan
열혈사제,nan,nan
오징어 게임,nan,nan
오징어 게임 시즌 2,nan,nan
원더풀 월드,nan,nan
유괴의 날,nan,nan
유어 아너,nan,nan
자백의 대가,nan,nan
잠은행,nan,nan
"장화, 홍련 (드라마)",nan,nan
저스티스 (드라마),nan,nan
조각도시,nan,nan
종이의 집: 공동경제구역,nan,nan
주홍글씨 (드라마),nan,nan
즐거운 나의 집 (2010년 드라마),nan,nan
"지금부터, 쇼타임!",nan,nan
지배종,nan,nan
지옥 (드라마),nan,nan
지옥에서 온 판사,nan,nan
추리의 여왕,nan,nan
추리의 여왕 2,nan,nan
추적자 THE CHASER,nan,nan
카이로스 (드라마),nan,nan
카인과 아벨 (2009년 드라마),nan,nan
커넥션 (드라마),nan,nan
커넥트 (드라마),nan,nan
크로스 (드라마),nan,nan
킬러들의 쇼핑몰 시즌2,nan,nan
킹덤 (2019년 드라마),nan,nan
태양의 여자,nan,nan
트레인 (드라마),nan,nan
트리거 (넷플릭스 드라마),nan,nan
트리거 (디즈니+ 드라마),nan,nan
특수수사일지: 1호관 사건,nan,nan
피고인 (드라마),nan,nan
하이퍼나이프,nan,nan
행복배틀,nan,nan
현혹 (드라마),nan,nan
형사록,nan,nan
호텔킹,nan,nan
혼 (드라마),nan,nan
화이트 크리스마스 (2011년 드라마),nan,nan
후아유 - 학교 2015,nan,nan
히어로 (2012년 드라마),nan,nan
